d_t,tau_t,n_t,v_t
713.9162913351918,0,0,0
715.2614260536474,0,0,-8.06772566446441
717.3514097552193,0,0,-12.53511259217454
718.6394433970964,0,0,-7.725250063575019
720.0153483120826,0,0,-8.252276327564417
722.3583714263816,0,0,-14.052769177920688
725.6135302043984,0,0,-19.52349281822505
728.4951924994381,0,0,-17.283369862539224
730.6704717776676,0,0,-13.046690580181407
731.5968457821662,0,0,-5.556121054972767
733.0484431387308,0,0,-8.706257512609136
734.184601988463,0,0,-6.8143493622829725
733.9867972904046,0,0,1.1863748791713686
732.357855390932,0,0,9.769918349431899
730.6770999098289,0,0,10.080681097988892
729.3833916744088,0,0,7.759284620362324
728.5632753076053,0,0,4.918818739512342
728.0779957280698,0,0,2.9105653616270595
727.8679441754379,0,0,1.2598279404870298
727.7999098262524,0,0,0.4080501807426023
727.7893139453441,0,0,0.06355100286093092
728.2159420910681,0,0,-2.558791170293933
728.9896873868474,0,0,-4.640698581986473
729.7775677160237,0,0,-4.72547638910086
731.0948104310347,0,0,-7.900437563922868
731.9693397663963,0,0,-5.245171852618675
732.5958143602935,0,0,-3.757411871074553
732.9496427358694,0,0,-2.122159384694623
733.2246474671185,0,0,-1.6493981589408324
734.0429068014006,0,0,-4.9076808001464585
735.5024404062389,0,0,-8.753856814744514
736.692899028248,0,0,-7.14002355711493
738.1237433664187,0,0,-8.581786961953505
739.5280399177661,0,0,-8.422561080597529
740.4801025696939,0,0,-5.710194068854925
741.3179386736593,0,0,-5.025096554148353
741.4638494634661,0,0,-0.8751303549712344
740.197768759074,0,0,7.593582748227909
737.9672230858209,0,0,13.378162296283232
736.1659251744856,0,0,10.803659432203046
734.6463922742022,0,0,9.113715086983554
732.8246680980485,0,0,10.926170210226033
730.8900403289084,0,0,11.603333026893601
729.1713936166741,0,0,10.307941649413225
727.9259417817276,0,0,7.469856806750617
726.6993940847377,0,0,7.3564753016384525
726.3439788677997,0,0,2.131676796301981
725.2464868324747,0,0,6.582437088608223
723.8173971596276,0,0,8.571262991179932
722.3499531640236,0,0,8.801301031090034
721.1366586624179,0,0,7.276986501691939
720.6368391956826,0,0,2.997771363755278
719.5754685110696,0,0,6.365791763663133
719.1783268943492,0,0,2.381939570574013
719.0943572681642,0,0,0.5036253238528697
719.3669126050648,0,0,-1.6347074061283884
720.2344017312665,0,0,-5.202946731712215
721.8491231352407,0,0,-9.684627965561166
725.968607950336,0,0,-24.70746826405198
731.7254081404468,0,0,-34.52760827723989
735.7601717107633,0,0,-24.199334951120733
736.5384636374725,0,0,-4.66796794804824
738.0637767964702,0,0,-9.148383392645732
739.9752652740822,0,0,-11.464550306057305
742.8396549720063,0,0,-17.179773863470366
746.0669169837083,0,0,-19.356176151376925
750.7494924208602,0,0,-28.084721561179236
755.3084848376039,0,0,-27.343506654033636
755.0957234556522,0,0,1.2760807062877104
746.3522797034003,0,0,52.44062515673749
727.9652167948353,0,0,110.28023980517615
702.4466776126552,0,0,153.05275423720406
669.8562637749548,0,0,195.46779554973722
631.4642151177513,0,0,230.26430885577562
588.2542566986144,0,0,259.1607262198685
541.3850943631601,0,0,281.1075639173428
494.9082610759838,0,0,278.75448872845635
450.792131696266,0,0,264.5956753106662
405.98084354626326,0,0,268.76503483648713
360.1766080521927,0,0,274.72044336270176
318.85318410168185,0,0,247.84584278060532
281.25902458590963,0,0,225.4788025303477
243.91831019943575,0,0,223.95871257495546
207.54919541632432,0,0,218.1313415703393
177.96028892304875,0.16673034934497816,1,177.4656300398784
153.61418326337653,0.3334606986899563,1,146.0208399689622
132.26357931296255,0.5001910480349345,1,128.0546945069845
114.67226811609238,0.6669213973799126,1,105.50755315981714
104.19893427499066,0.8336517467248907,1,62.816001299388944
99.68251048456915,1.0003820960698688,1,27.08819245065383
98.78217746528433,1.167112445414847,1,5.39993482183592
104.70175841229981,1.333842794759825,1,-35.50391977388231
116.70686141265088,1.5005731441048031,1,-72.00310589832432
133.27246687303878,1.6673034934497812,1,-99.35566935154897
158.6444014316585,1.8340338427947593,1,-152.17346246977033
186.8780743666353,2.0007641921397377,1,-169.33733447987393
216.08787756716995,0,1,-175.19187907474048
247.81659445884364,0,1,-190.29958862513078
284.2127397425023,0,1,-218.29346262780393
323.71434938744574,0,1,-236.91913200044635
