d_t,tau_t,n_t,v_t
690.2849181405721,0,0,0
690.9196347222844,0,0,-3.806911373091081
690.6854607658363,0,0,1.4045316031906458
691.1198417004944,0,0,-2.605335622306714
691.8700376393748,0,0,-4.499534964198144
693.1115164031373,0,0,-7.446157484130644
694.5333952567424,0,0,-8.528163490458192
695.9956380007285,0,0,-8.770258557423183
699.2015471425152,0,0,-19.228443567742104
705.487329211963,0,0,-37.700945490345774
713.59943181396,0,0,-48.654874545602446
721.4673018562439,0,0,-47.19001332086094
729.9147485937348,0,0,-50.66620596515835
739.9631597134565,0,0,-60.26849096957238
748.6604821945397,0,0,-52.16491395160296
755.2475104771913,0,0,-39.50776394788885
758.4277101226527,0,0,-19.074242816135094
755.694095985433,0,0,16.39570644357555
743.9037235769899,0,0,70.7164490544673
722.3401600635974,0,0,129.334221838117
696.738261840287,0,0,153.55539831039644
665.6384100263786,0,0,186.5310958986199
630.136686078788,0,0,212.93270186171048
591.130954074588,0,0,233.94908697981091
550.4937997131505,0,0,243.73405322305612
509.6978061023607,0,0,244.68674133972866
470.5239662949895,0,0,234.95736614918627
432.4504525235031,0,0,228.35781633308156
394.6021773579458,0,0,227.0068772915056
356.21013757664855,0,0,230.2682757795684
319.92638767240686,0,0,217.62314732068415
285.37932279258354,0,0,207.20683528248324
250.21782407903575,0,0,210.89209452576227
214.89970121468784,0,0,211.83149689551482
184.56278244182786,0.1667274384685506,1,181.95516617729575
158.09785433520815,0.3334548769371012,1,158.73169017475024
133.03625917519156,0.5001823154056517,1,150.31476156663862
110.5982705367326,0.6669097538742024,1,134.57886023176314
91.7470057511572,0.833637192342753,1,113.06636123442432
79.89967773509285,1.0003646308113037,1,71.05805813899724
71.17381119883692,1.1670920692798543,1,52.33611585715014
66.20479976078751,1.333819507748405,1,29.80320146276763
63.68510941232205,1.5005469462169556,1,15.11263155968622
62.10888213584386,1.6672743846855063,1,9.453916469636836
62.12900489544527,1.834001823154057,1,-0.1206925493862801
66.84904825442905,2.0007292616226073,1,-28.309937478431966
71.12134333691125,2.167456700091158,1,-25.624427039272692
73.93146781669753,2.3341841385597086,1,-16.854601171818214
75.775987655073,2.5009115770282593,1,-11.063085088561406
78.3834409206742,2.66763901549681,1,-15.639017126104568
83.84837544650979,2.8343664539653606,1,-32.777655411928045
95.66241826367893,3.0010938924339112,1,-70.85841973993737
115.32595349572502,3.167821330902462,1,-117.93820748799648
137.57540789248202,3.3345487693710125,1,-133.44806710356715
163.2517428281477,3.501276207839563,1,-154.00185579237433
192.26768888102478,3.668003646308114,1,-174.03221880812546
221.8821659209776,0,1,-177.62209575083784
252.3421678590237,0,1,-182.69339598707805
284.1796151076478,0,1,-190.9550553949734
316.66806134239596,0,1,-194.8596255851215
348.3595024882834,0,1,-190.0793380920641
380.5018300469273,0,1,-192.78367048568813
412.66214869347056,0,1,-192.89157766680128
443.69692921863896,0,1,-186.14081047626973
472.98617652043976,0,1,-175.67142859527326
502.96627426022474,0,1,-179.81502034195802
533.5086419523385,0,1,-183.18741037861568
565.5087424434936,0,1,-191.93061912956327
596.6534273424066,0,1,-186.79999635925435
629.5545495082746,0,1,-197.33477865476837
662.9274718095985,0,1,-200.1645476465409
693.6041636402074,0,1,-183.99306144438464
722.8015014912164,0,1,-175.1201728953357
752.541842350472,0,1,-178.3770034040647
781.5598360728715,0,1,-174.044500347032
807.3069100491382,0,1,-154.42613533058832
828.7113901183067,0,1,-128.38006908626468
846.525943000958,0,1,-106.84835709277495
861.3237068504026,0,1,-88.75422057321308
872.9292208534602,0,1,-69.60770290516218
881.8707786601223,0,1,-53.62979176549113
888.5224052590934,0,1,-39.895212570100156
893.6270571033775,0,1,-30.61674725631335
898.0866148767415,0,1,-26.747593643413026
900.5196142057863,0,1,-14.592675035331775
900.2465841846423,0,1,1.6375830136411311
901.2620703392197,0,1,-6.090696072014188
899.3195872023421,0,1,11.65065063507248
892.9435095921106,0,1,38.24252125983576
879.5588271741909,0,1,80.27882237538458
859.1282263002153,0,1,122.53892377666104
835.5258050602931,0,1,141.56290924108575
811.7904849943212,0,1,142.36001154932302
788.4778159516626,0,1,139.8250297419164
763.1349181494353,0,1,152.00196221456176
736.6567283707427,0,1,158.81123120407742
708.5246467986225,0,1,168.73096492408908
677.4456561581461,0,1,186.40597448115136
646.4543013903225,0,1,185.8803509037863
616.7692907949383,0,1,178.04514282742704
590.6858844055452,0,1,156.443394254589
567.961912832935,0,1,136.29413239558951
548.0650343402247,0,1,119.33775673320537
531.4232434583078,0,1,99.81434990411616
516.9058508091733,0,1,87.07260653964167
504.0203612805761,0,1,77.28475676802177
493.1895230727723,0,1,64.96134233986184
482.79002671536205,0,1,62.374234576703486
470.9590029608551,0,1,70.9602682268677
455.8901177677254,0,1,90.38035569635467
435.9841102807926,0,1,119.3925107335446
411.1767727410957,0,1,148.78977190293878
383.6335446268773,0,1,165.19913199178546
353.55296375925207,0,1,180.4176993536627
322.4297968917003,0,1,186.67093523075076
291.2093525863491,0,1,187.2543871130139
258.9850374573288,0,1,193.27541660216102
228.2159827511912,0,1,184.54703670110968
200.53306053135955,0,1,166.03699111621282
173.4930755143696,0.1667274384685506,2,162.1807739947402
148.2486148153393,0.3334548769371012,2,151.4115548760866
125.7955331329881,0.5001823154056517,2,134.66938548681938
110.007037965222,0.6669097538742024,2,94.69644176620783
100.37915088618891,0.833637192342753,2,57.74626640622907
95.49035003503269,1.0003646308113037,2,29.322113360953374
93.50878081161652,1.1670920692798543,2,11.885081673524011
93.77299881628937,1.333819507748405,2,-1.5847301865835017
94.63186389581952,1.5005469462169556,2,-5.151312150052334
95.26039478909985,1.6672743846855063,2,-3.7698107705222488
95.4058080754918,1.834001823154057,2,-0.8721617013229996
94.34603027064311,2.0007292616226073,2,6.356349108359848
92.92947151947126,2.167456700091158,2,8.496254510855756
91.13905395416425,2.3341841385597086,2,10.738589771141552
87.28704883555979,2.5009115770282593,2,23.103606424872062
82.91166301723855,2.66763901549681,2,26.242745996163993
80.18370763387733,2.8343664539653606,2,16.361766296048433
78.78211841472051,3.0010938924339112,2,8.406470056943848
81.47967808343301,3.167821330902462,2,-16.17945848320182
88.61774355010168,3.3345487693710125,2,-42.81278194059882
98.37491393499731,3.501276207839563,2,-58.52168350044017
116.46669761804445,3.668003646308114,2,-108.51113559487541
138.93383581849707,3.8347310847766645,2,-134.7536938539996
163.97633638530294,4.001458523245215,2,-150.2002357670095
190.32723278999853,4.168185961713765,2,-158.04774934910367
217.60199662139973,0,2,-163.58893342289295
247.6491638100672,0,2,-180.2172903552116
277.68677154398245,0,2,-180.1599545331057
309.1601554368085,0,2,-188.77147146216618
341.22354306204267,0,2,-192.31020352587134
371.8774000677634,0,2,-183.8561024345306
401.95212647609844,0,2,-180.38258540155024
432.3885917666886,0,2,-182.55222757669432
461.8598278960095,0,2,-176.7629635531167
488.9807663080436,0,2,-162.66631732094805
515.4000120762714,0,2,-158.45769605109854
542.0135788684079,0,2,-159.62319721691463
569.7566560741184,0,2,-166.39778947328827
595.5532697936388,0,2,-154.72326544731513
621.4645743594515,0,2,-155.41115969762976
649.0176030936236,0,2,-165.25791427767538
675.4578397105621,0,2,-158.5835952366403
698.4987718275393,0,2,-138.19520247306696
717.517361075465,0,2,-114.06994207203157
732.837999391686,0,2,-91.89032385398814
744.6136540720057,0,2,-70.62817487321323
753.2820073424984,0,2,-51.99116204335989
759.3321523644232,0,2,-36.28763854046736
761.0479829708289,0,2,-10.291231138474798
754.3100748545468,0,2,40.412712977372934
738.7854664651377,0,2,93.11369821313156
715.955075406607,0,2,136.93241657303554
691.4070628746638,0,2,147.2343889969474
667.3307814041211,0,2,144.40503429844335
642.0615250728733,0,2,151.56027444165568
616.2088713993768,0,2,155.05938261249707
591.0983834541648,0,2,150.60801134990442
564.310916795426,0,2,160.6662160997074
535.4261396725983,0,2,173.24549209262977
504.78083037122303,0,2,183.80483490217978
472.6999055840489,0,2,192.41538814395852
440.57116712272847,0,2,192.7021656209323
408.20819702145855,0,2,194.10704319897815
376.55185144548756,0,2,189.86884142613545
344.73058426969635,0,2,190.85801034359187
313.16314027705954,0,2,189.3356263527752
282.11809254412094,0,2,186.20239126863666
252.58812954470437,0,2,177.1151963387642
222.87971743884344,0,2,178.18550071147862
192.73508515351386,0.1667274384685506,3,180.80186778024355
166.41093534739196,0.3334548769371012,3,157.8873282521363
145.4050347792508,0.5001823154056517,3,125.98946376845736
128.7101336503295,0.6669097538742024,3,100.13289523470013
117.71723320052018,0.833637192342753,3,65.93336136380991
107.61082606520468,1.0003646308113037,3,60.616340226577975
103.11626823811069,1.1670920692798543,3,26.957517421115917
102.0342175946346,1.333819507748405,3,6.489937429706263
102.5155459056607,1.5005469462169556,3,-2.8869172071931986
103.17903751454583,1.6672743846855063,3,-3.979498605505638
103.62498017299947,1.834001823154057,3,-2.6746806797356455
102.57222689500351,2.0007292616226073,3,6.3142173097953505
101.67871442105967,2.167456700091158,3,5.359120743118624
101.56423461068144,2.3341841385597086,3,0.6866284963636738
102.0098002195134,2.5009115770282593,3,-2.6724192066082857
102.29229870683046,2.66763901549681,3,-1.69437310326313
102.43198562871257,2.8343664539653606,3,-0.8378160377510462
101.83964729311757,3.0010938924339112,3,3.552734577078827
102.75709184764206,3.167821330902462,3,-5.502660887443245
100.35158618477493,3.3345487693710125,3,14.42777316656774
97.33818294041421,3.501276207839563,3,18.073829191162964
96.3613481069483,3.668003646308114,3,5.8588726752985725
96.88199911104553,3.8347310847766645,3,-3.1227673673847094
100.27725774759644,4.001458523245215,3,-20.36412643136328
107.05324587833842,4.168185961713765,3,-40.64110978361919
121.22366752501699,4.334913400182315,3,-84.99153934612575
139.50243534856432,4.501640838650865,3,-109.63263150591261
160.88904809795338,4.6683682771194155,3,-128.2729042431919
183.98560279944022,4.835095715587966,3,-138.52881633423215
209.9418434122052,0,3,-155.68067770477413
239.93878112244278,0,3,-179.91602333586997
