d_t,tau_t,n_t,v_t
698.8269928898906,0,0,0
699.0042949341575,0,0,-1.0634025893154095
698.7202204445164,0,0,1.7037905518336594
698.6670296042014,0,0,0.3190221384793653
698.6736156697183,0,0,-0.03950117525732127
699.1638849792831,0,0,-2.9404830350860194
700.0052631371103,0,0,-5.046324848232418
700.3047246856476,0,0,-1.7960773516823276
700.8919837488154,0,0,-3.522197450985166
700.987509395459,0,0,-0.5729331571265487
701.1610598906652,0,0,-1.040901963326178
701.300022878643,0,0,-0.8334568382753518
701.0136968719057,0,0,1.7172944520268718
701.6609537794375,0,0,-3.8820458854107907
701.5671771073713,0,0,0.5624433508638551
695.4056962673702,0,0,36.954648246515944
696.159705598922,0,0,-4.52231376606541
691.2988040977342,0,0,29.154177348269187
691.6566713385942,0,0,-2.146376552706789
686.7831441714924,0,0,29.229902170734167
682.7657971927479,0,0,24.09479934107536
680.0620511362937,0,0,16.2162290297978
682.3136808344888,0,0,-13.50457554586714
684.1458301398418,0,0,-10.988662445375313
686.1228605100941,0,0,-11.857614070798881
682.9285179959054,0,0,19.158674197989615
681.1164689456033,0,0,10.868107358966592
684.5090967053343,0,0,-20.347927510913436
689.0008442476048,0,0,-26.94010656644861
691.3499429423173,0,0,-14.089164311907908
692.2028500094763,0,0,-5.11547166538329
692.3557723228536,0,0,-0.9171805360837086
692.2861805748663,0,0,0.41738968837383195
690.757046521025,0,0,9.171271087075832
688.4558918243748,0,0,13.801611103526705
686.4144240509195,0,0,12.244089600159594
684.9263745184385,0,0,8.924858889314992
684.3868935498349,0,0,3.2356392802532183
684.0944487922982,0,0,1.7539928187628626
684.418722226752,0,0,-1.9448913365329568
685.4520660496288,0,0,-6.197675280300615
687.0775896333851,0,0,-9.749385547731073
687.8808493739443,0,0,-4.817702421509137
688.4800157030925,0,0,-3.5936135337916606
689.2170356342194,0,0,-4.420416619434465
690.9071628091574,0,0,-10.13685782096812
692.271858087956,0,0,-8.185018391078216
693.2187086666821,0,0,-5.678915667751348
692.962700642486,0,0,1.5354566098841462
693.4628236486325,0,0,-2.999582446503408
694.3563864282737,0,0,-5.3593120006869555
695.3111320290305,0,0,-5.726267557600835
696.0645058516978,0,0,-4.518502181173405
696.80510000792,0,0,-4.441853711357365
696.2590401340332,0,0,3.2750975106533313
695.2724941404812,0,0,5.916996435992681
694.0817157522644,0,0,7.141918902095889
693.0124231408289,0,0,6.413284947939352
691.6941807839019,0,0,7.906408194541802
688.991737075373,0,0,16.208417951467297
688.683412119426,0,0,1.849237316242614
687.9227077526057,0,0,4.5624685080457
686.8061839407702,0,0,6.696563017346221
685.4918285645488,0,0,7.883095291613668
684.5065073149419,0,0,5.9096508022301695
683.8768352029614,0,0,3.7765777437486077
683.4920135546472,0,0,2.3080407162465013
683.2345630706477,0,0,1.5441080357388222
683.5395487925413,0,0,-1.8292096275972796
685.0457207286779,0,0,-9.03355143739981
685.7314391334293,0,0,-4.11272599911937
686.3274724692697,0,0,-3.5748228130780197
688.9948917139413,0,0,-15.998352096281444
688.8430363328387,0,0,0.910781407702807
687.7099424717269,0,0,6.795945026044213
685.4139132891308,0,0,13.770869862277642
683.0784059048999,0,0,14.007647853268235
680.5007873801059,0,0,15.459755271664578
678.1216798277406,0,0,14.269148118988582
676.2432036616374,0,0,11.266516566461924
674.7334049760161,0,0,9.055303554295543
673.1343739609764,0,0,9.590491349487241
671.3449798377433,0,0,10.73223014330619
670.0207342426736,0,0,7.942413752241588
669.6259940689179,0,0,2.367528951028789
670.1681281001265,0,0,-3.2515515256845604
669.9312153015941,0,0,1.4209293775654421
670.2461880345525,0,0,-1.8891086178754861
670.9407360783464,0,0,-4.165683431502129
672.5413669686955,0,0,-9.600086904651768
674.0193059241185,0,0,-8.864218788591078
675.2232167164076,0,0,-7.220682982635031
675.3963955925806,0,0,-1.0386731077943896
677.0247502742487,0,0,-9.766365593632745
679.1423932896976,0,0,-12.700965040668533
682.3287751020392,0,0,-19.11092838100282
684.6746137808896,0,0,-14.06961174936803
685.756279044192,0,0,-6.487492270739253
685.0921774202313,0,0,3.9830752623747956
683.0103178552846,0,0,12.48634701933727
681.1734219439578,0,0,11.017131113651695
679.4955047695414,0,0,10.063626030416195
679.9991158054008,0,0,-3.0205025652964803
681.3865079209232,0,0,-8.321146967830352
683.6197324989265,0,0,-13.39418735181366
687.4003306955841,0,0,-22.674853683204642
691.406335616602,0,0,-24.026773201813597
694.7805893318283,0,0,-20.237725699179055
698.2958671689139,0,0,-21.083544578262153
699.7614625578179,0,0,-8.790185910673811
699.6118038197674,0,0,0.8976066249805924
699.6830386457451,0,0,-0.4272443598004739
701.6442469720575,0,0,-11.762718365768892
706.1875685704337,0,0,-27.249431735432882
713.6913061780506,0,0,-45.00508741719741
725.1971170169388,0,0,-69.00827956514252
738.8323979623001,0,0,-81.78017982413412
751.308093507394,0,0,-74.82534677483294
763.0343992882832,0,0,-70.33073973882064
772.9210121226333,0,0,-59.29683287675899
780.0147685621788,0,0,-42.54614771630343
785.942480164017,0,0,-35.552572967618175
792.3172866790377,0,0,-38.23410938370252
799.655513159889,0,0,-44.01240308865091
807.2785843840727,0,0,-45.720813382874454
815.0494120064096,0,0,-46.607010364040896
823.1965403262698,0,0,-48.86394506415541
832.2017750180456,0,0,-54.01060054450149
840.4737300020253,0,0,-49.61261662284537
845.4752170974309,0,0,-29.997366074771634
852.3920711760651,0,0,-41.485142303608825
855.3513615035797,0,0,-17.74890419242142
855.4132935064634,0,0,-0.3714489164540325
854.6597223233701,0,0,4.519685887705976
852.4505427735676,0,0,13.24997274134765
846.1464885231892,0,0,37.80975927690221
836.872919067439,0,0,55.61998911073773
825.8905284540714,0,0,65.8689676332367
813.7001881611336,0,0,73.11387460725513
800.1818018079351,0,0,81.07908236924125
784.3962035286982,0,0,94.67711527768144
769.3359301610876,0,0,90.32684175259396
753.5450194057444,0,0,94.70897785924635
735.1353684180172,0,0,110.4153683601266
714.4925223201467,0,0,123.80937897286887
694.5552572527013,0,0,119.57752311453486
672.5493095879818,0,0,131.98483877469945
650.0908603893588,0,0,134.6988024225056
628.5417767470667,0,0,129.24471027577067
609.1698716152632,0,0,116.1866698283114
593.9742513101635,0,0,91.13861064322899
582.7477016794722,0,0,67.33335758034653
574.7708633392007,0,0,47.842598660747456
570.5965763298019,0,0,25.03607689743377
570.7641022648331,0,0,-1.0047685226992238
572.5219654181583,0,0,-10.54311717970562
572.9598697395634,0,0,-2.62641410131388
571.9153479704245,0,0,6.264717129973178
570.0651933337543,0,0,11.096652829937762
568.7563416968354,0,0,7.850085572806309
567.1367730442186,0,0,9.713669720431886
566.7349078451298,0,0,2.410262639855764
565.0675032686087,0,0,10.000574733582612
563.399535680899,0,0,10.003951499813308
561.8675793144871,0,0,9.188198441229432
561.5242731962892,0,0,2.05904346184391
561.756331844198,0,0,-1.3918156898840348
562.5322920207061,0,0,-4.653968115910808
563.0374230818474,0,0,-3.0296192047982715
563.6233897354388,0,0,-3.514445979784114
